date_mdy,month,journal_entry,location,location_accuracy,local_place,local_place_accuracy,latitude,latitude_origin,longitude,longitude_origin,transcription,quantity,unit,item,letter,letter_from,letter_to,wind_direction_am,wind_direction_pm,wind_direction_night,wind_speed_am,wind_speed_pm,wind_speed_night,weather_condition_am,weather_condition_pm,weather_condition_night,temperature_am,temperature_pm,temperature_night,image_path,image_description,recorder,notes,second_check,journal,transcription_accuracy,...1
4/1/1872,April,In the Ins. wrote a letter to CC burrill one to Hale & Emery,NA,NA,NA,NA,NA,NA,NA,NA,confident,NA,NA,NA,write,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NH,NA,NA,1,NA,NA
4/2/1872,April,Work in shop on windmill,Winter Harbor,NA,Shop,NA,NA,NA,NA,NA,confident,NA,NA,NA,no letter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NH,NA,NA,1,NA,NA
4/3/1872,April,Work in shop,Winter Harbor,NA,Shop,NA,NA,NA,NA,NA,confident,NA,NA,NA,no letter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NH,NA,NA,1,NA,NA
4/4/1872,April,Work in shop,Winter Harbor,NA,Shop,NA,NA,NA,NA,NA,confident,NA,NA,NA,no letter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NH,NA,NA,1,NA,NA
4/5/1872,April,Work in shop in forenoon afternoon went floundering,Winter Harbor,NA,Shop,NA,NA,NA,NA,NA,confident,NA,NA,NA,no letter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NH,NA,NA,1,NA,NA
4/6/1872,April,Went to Turtle Isle. Eve went to Lodge recd letter from CC Burrill & Hale & Emery,Turtle Island,NA,NA,NA,NA,NA,NA,NA,confident,NA,NA,NA,read,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NH,NA,NA,1,NA,NA
4/7/1872,April,Wrote letter to Joseph Bunker went to meeting took dinner with Thomas smallidge,NA,NA,NA,NA,NA,NA,NA,NA,confident,NA,NA,NA,write,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NH,NA,NA,1,NA,NA
4/8/1872,April,Went to W. Gouldsboro wrote letter to Hale & Emery took dinner with John Shaw tea with Evett Young lodging with the same,NA,NA,NA,NA,NA,NA,NA,NA,somewhat confident,NA,NA,NA,write,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NH,NA,WD,1,NA,NA
4/9/1872,April,breakfast with E. Young dinner with John Wood Supper & Lodging with Hannah Goodwin,NA,NA,NA,NA,NA,NA,NA,NA,confident,NA,NA,NA,no letter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NH,NA,NA,1,NA,NA
4/10/1872,April,Breakfast with Hannah G dinner wtih Dr. Johnson wrote letter to CC burrill supper and Lodging with Hannah Goodwin,NA,NA,NA,NA,NA,NA,NA,NA,confident,NA,NA,NA,write,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NH,NA,NA,1,NA,NA
4/11/1872,April,Breakfast wtih Hannah G dinner with Stephen Kingsly reed letter from Hale Emery one from CC burrill came home,NA,NA,NA,NA,NA,NA,NA,NA,confident,NA,NA,NA,read,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NH,NA,NA,1,NA,NA
4/12/1872,April,Work in shop on windmill,Winter Harbor,NA,Shop,NA,NA,NA,NA,NA,confident,NA,NA,NA,no letter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NH,NA,NA,1,NA,NA
4/13/1872,April,Same as yesterday,NA,NA,NA,NA,NA,NA,NA,NA,confident,NA,NA,NA,no letter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NH,NA,NA,1,NA,NA
4/14/1872,April,Staid at home,NA,NA,NA,NA,NA,NA,NA,NA,confident,NA,NA,NA,no letter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NH,NA,NA,1,NA,NA
4/15/1872,April,work in shop,Winter Harbor,NA,Shop,NA,NA,NA,NA,NA,confident,NA,NA,NA,no letter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NH,NA,NA,1,NA,NA
4/16/1872,April,work on shop finished windmill,Winter Harbor,NA,Shop,NA,NA,NA,NA,NA,confident,NA,NA,NA,no letter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NH,NA,NA,1,NA,NA
4/17/1872,April,work in shop,Winter Harbor,NA,Shop,NA,NA,NA,NA,NA,confident,NA,NA,NA,no letter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NH,NA,NA,1,NA,NA
4/18/1872,April,went on Turtle Isle got pogrichum,Turtle Island,NA,NA,NA,NA,NA,NA,NA,confident,NA,NA,pogrichum (fish),no letter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NH,NA,NA,1,NA,NA
4/19/1872,April,went to Seal Cove in Same Knight dinner on board supper & Lodging John Smallidge,Seal Cove,NA,NA,NA,NA,NA,NA,NA,confident,NA,NA,NA,no letter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NH,NA,NA,1,NA,NA
4/20/1872,April,Went to C Isles in dora after boat mermaid work on boat the remainder of the day getting ready to go home,Cranberry Isles,NA,NA,NA,NA,NA,NA,NA,confident,NA,NA,NA,no letter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NH,NA,NA,1,NA,NA
4/21/1872,April,breakfast with J. Bunker went to Suttons Isle took dinner with John Bulgers went to N.E. Harbor tea at Josiah Smallidge with my wife Lodging at Mrs Finley,"Sutton Island, Northeast Harbor",NA,NA,NA,NA,NA,NA,NA,confident,NA,NA,NA,no letter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NH,NA,WD,1,NA,NA
4/22/1872,April,breakfast at Mrs Finleys went to C Isles work on mermaid dinner supper Loding with Joseph Bunker,Cranberry Isles,NA,NA,NA,NA,NA,NA,NA,confident,NA,NA,NA,no letter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NH,NA,NA,1,NA,NA
4/23/1872,April,breakfast and dinner with J Bunker went to N.E. Harbor in mermaid supper and Lodging at Stephen Smallidge,Northeast Harbor,NA,NA,NA,NA,NA,NA,NA,confident,NA,NA,NA,no letter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NH,NA,NA,1,NA,NA
4/24/1872,April,breakfast dinner supper and Lodging at Stephen Smallidge,NA,NA,NA,NA,NA,NA,NA,NA,confident,NA,NA,NA,no letter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NH,NA,NA,1,NA,NA
4/25/1872,April,breakfast with S Smallidge came home in the mermaid,Winter Harbor,NA,Home,NA,NA,NA,NA,NA,confident,NA,NA,NA,no letter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NH,NA,NA,1,NA,NA
4/26/1872,April,reed letter from C.C. Burrill wrote letter to CC Burrill one to Dr Johnson,NA,NA,NA,NA,NA,NA,NA,NA,confident,NA,NA,NA,read and write,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NH,NA,NA,1,NA,NA
4/27/1872,April,Work in shop went to Lodge of G. Templars,Winter Harbor,NA,Lodge of Good Templars,NA,NA,NA,NA,NA,confident,NA,NA,NA,no letter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NH,NA,NA,1,NA,NA
4/28/1872,April,Staid at home,Winter Harbor,NA,Home,NA,NA,NA,NA,NA,confident,NA,NA,NA,no letter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NH,NA,NA,1,NA,NA
4/29/1872,April,commenced shingling roof of N M Hammonds house,NA,NA,NA,NA,NA,NA,NA,NA,confident,NA,NA,NA,no letter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NH,NA,NA,1,NA,NA
4/30/1872,April,finished work on N M Hammonds house,NA,NA,NA,NA,NA,NA,NA,NA,confident,NA,NA,NA,no letter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NH,NA,NA,1,NA,NA
5/1/1872,May,commenced work on boat mermaid tear of old gunnels,NA,NA,NA,NA,NA,NA,NA,NA,confident,NA,NA,NA,no letter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NH,NA,NA,1,NA,NA
5/2/1872,May,Unbent boat sails and limed them,NA,NA,NA,NA,NA,NA,NA,NA,confident,NA,NA,NA,no letter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NH,NA,NA,1,NA,NA
5/3/1872,May,Stormy work in shop making blocks for boat,Winter Harbor,NA,Shop,NA,NA,NA,NA,NA,confident,NA,NA,NA,no letter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NH,NA,NA,1,NA,NA
5/4/1872,May,Caulked one side of the bat went to Lodge of G. Templar,Winter Harbor,NA,Lodge of Good Templars,NA,NA,NA,NA,NA,confident,NA,NA,NA,no letter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NH,NA,NA,1,NA,NA
5/5/1872,May,Staid at home,Winter Harbor,NA,Home,NA,NA,NA,NA,NA,confident,NA,NA,NA,no letter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NH,NA,NA,1,NA,NA
5/6/1872,May,stormy work in shop,Winter Harbor,NA,Shop,NA,NA,NA,NA,NA,confident,NA,NA,NA,no letter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NH,NA,NA,1,NA,NA
5/7/1872,May,Caulk one side of boat,NA,NA,NA,NA,NA,NA,NA,NA,confident,NA,NA,NA,no letter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NH,NA,NA,1,NA,NA
5/8/1872,May,bent boat sails,NA,NA,NA,NA,NA,NA,NA,NA,confident,NA,NA,NA,no letter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NH,NA,NA,1,NA,NA
5/9/1872,May,painted cabin,NA,NA,NA,NA,NA,NA,NA,NA,confident,NA,NA,NA,no letter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NH,NA,NA,1,NA,NA
5/10/1872,May,work in shop,Winter Harbor,NA,Shop,NA,NA,NA,NA,NA,confident,NA,NA,NA,no letter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NH,NA,NA,1,NA,NA
5/11/1872,May,Reaving of rigging pulling on beak stays went to Lodge of Good Templars staid at Thomas Smallige all night,Winter Harbor,NA,Lodge of Good Templars,NA,NA,NA,NA,NA,confident,NA,NA,NA,no letter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NH,NA,NA,1,NA,NA
5/12/1872,May,breakfast and dinner at Thomas Smallidges,NA,NA,NA,NA,NA,NA,NA,NA,confident,NA,NA,NA,no letter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NH,NA,NA,1,NA,NA
5/13/1872,May,had blacksmith workdone on boat carried E Bicklands bate mill home,Winter Harbor,NA,Home,NA,NA,NA,NA,NA,somewhat confident,NA,NA,NA,no letter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NH,NA,WD,1,NA,NA
5/14/1872,May,Went after Dr Johnson For J H Kingsley with C Stevens house,NA,NA,NA,NA,NA,NA,NA,NA,confident,NA,NA,NA,no letter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NH,NA,WD,1,NA,NA
5/15/1872,May,made out mortgage deed for F. P. Gerrish,NA,NA,NA,NA,NA,NA,NA,NA,confident,NA,NA,NA,no letter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NH,NA,NA,1,NA,NA
5/16/1872,May,work on boat putting on cleats &e,NA,NA,NA,NA,NA,NA,NA,NA,confident,NA,NA,NA,no letter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NH,NA,WD,1,NA,NA
5/17/1872,May,put sails on boat made one warranty deed for John Gerrish,NA,NA,NA,NA,NA,NA,NA,NA,confident,NA,NA,NA,no letter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NH,NA,NA,1,NA,NA
5/18/1872,May,painted boat took dinner at J Smallidges reed letter from CC Burrill went to Lodge,Winter Harbor,NA,Lodge of Good Templars,NA,NA,NA,NA,NA,confident,NA,NA,NA,read,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NH,NA,NA,1,NA,NA
5/19/1872,May,wrote letter to CC Burill,NA,NA,NA,NA,NA,NA,NA,NA,confident,NA,NA,NA,write,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NH,NA,NA,1,NA,NA
5/20/1872,May,commented work for Portland Packing Lev. to smack lobsters,NA,NA,NA,NA,NA,NA,NA,NA,confident,NA,NA,NA,no letter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NH,NA,NA,1,NA,NA
5/21/1872,May,Went to Lamoine got 5500 lbs lobsters brought to fueling,Lamoine,NA,NA,NA,NA,NA,NA,NA,confident,5500.0,lbs,Lobster,no letter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NH,NA,NA,1,NA,NA
5/22/1872,May,Went to Hancock got 6540 lbs lobsters,Hancock,NA,NA,NA,NA,NA,NA,NA,confident,6540.0,lbs,Lobster,no letter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NH,NA,NA,1,NA,NA
5/23/1872,May,Went to Lamoine got 2000 lbs lobsters,Lamoine,NA,NA,NA,NA,NA,NA,NA,confident,2000.0,lbs,Lobster,no letter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NH,NA,NA,1,NA,NA
5/24/1872,May,Went to Sullivan got 6300 lbs lobsters,Sullivan,NA,NA,NA,NA,NA,NA,NA,confident,6300.0,lbs,Lobster,no letter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NH,NA,NA,1,NA,NA
5/25/1872,May,Came home in boat,Winter Harbor,NA,Home,NA,NA,NA,NA,NA,confident,NA,NA,NA,no letter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NH,NA,NA,1,NA,NA
5/26/1872,May,staid at home,Winter Harbor,NA,Home,NA,NA,NA,NA,NA,confident,NA,NA,NA,no letter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NH,NA,NA,1,NA,NA
5/27/1872,May,Took 3900 lbs lobster to factory went to Lamoine,"Lamoine, Winter Harbor",NA,Factory,NA,NA,NA,NA,NA,confident,3900.0,lbs,Lobster,no letter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NH,NA,NA,1,NA,NA
5/28/1872,May,Took 5400 lbs lobsters to factory,Winter Harbor,NA,Factory,NA,NA,NA,NA,NA,confident,5400.0,lbs,Lobster,no letter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NH,NA,NA,1,NA,NA
5/29/1872,May,Went to Lamoine,Lamoine,NA,NA,NA,NA,NA,NA,NA,confident,NA,NA,NA,no letter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NH,NA,NA,1,NA,NA
5/30/1872,May,Carried 6425 lbs lobsters to factory went up J Killings river,Winter Harbor,NA,Factory,NA,NA,NA,NA,NA,confident,6425.0,lbs,Lobster,no letter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NH,NA,NA,1,NA,NA
5/31/1872,May,Took 6400 lbs lobster to factory. went Crabtrees nook,Winter Harbor,NA,Factory,NA,NA,NA,NA,NA,confident,NA,NA,NA,no letter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NH,NA,NA,1,NA,NA
6/1/1872,June,Took 1700 lobsters to factory came home went to Lodge of G. Templars,Winter Harbor,NA,"Factory, Lodge of Good Templars",NA,NA,NA,NA,NA,confident,1700.0,lbs,Lobster,no letter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NH,NA,NA,1,NA,NA
6/2/1872,June,staid at home,Winter Harbor,NA,Home,NA,NA,NA,NA,NA,confident,NA,NA,NA,no letter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NH,NA,NA,1,NA,NA
6/3/1872,June,Carried 1800 lbs lobsters to factory went to Lamoine,"Winter Harbor, Lamoine",NA,Factory,NA,NA,NA,NA,NA,confident,1800.0,lbs,Lobster,no letter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NH,NA,NA,1,NA,NA
6/4/1872,June,Took 3960 lbs lobsters to factory,Winter Harbor,NA,Factory,NA,NA,NA,NA,NA,confident,3960.0,lbs,Lobster,no letter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NH,NA,NA,1,NA,NA
6/5/1872,June,Went to Lamoine,Lamoine,NA,NA,NA,NA,NA,NA,NA,confident,NA,NA,NA,no letter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NH,NA,NA,1,NA,NA
6/6/1872,June,Got 3675 lbs lobsters went to Hancock,Hancock,NA,NA,NA,NA,NA,NA,NA,confident,3675.0,lbs,Lobster,no letter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NH,NA,NA,1,NA,NA
6/7/1872,June,Got 1500 lbs went to Hulls cove got 1755 lbs went to factory and back to Hancock,"Hulls Cove, Hancock, Winter Harbor",NA,Factory,NA,NA,NA,NA,NA,confident,1500.0,lbs,Lobster,no letter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NH,NA,NA,1,NA,NA
6/8/1872,June,Took 1043 lbs lobsters to factory went to West Gouldsboro took dinner with John Shaw got some plank and went home,"West Gouldsboro, Winter Harbor",NA,NA,NA,NA,NA,NA,NA,confident,1043.0,lbs,Lobster,no letter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NH,NA,NA,1,NA,NA
6/9/1872,June,Went to Sunday School concert in evening,NA,NA,NA,NA,NA,NA,NA,NA,confident,NA,NA,NA,no letter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NH,NA,NA,1,NA,NA
6/10/1872,June,"Took 2132 lbs lobster to factory, went to Jordans river","Winter Harbor, Jordan River",NA,NA,NA,NA,NA,NA,NA,confident,2132.0,lbs,Lobster,no letter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NH,NA,NA,1,NA,NA
6/11/1872,June,Took 3869 lbs lobster to factory Lodging at home,Winter Harbor,NA,"Factory, Home",NA,NA,NA,NA,NA,confident,3869.0,lbs,Lobster,no letter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NH,NA,NA,1,NA,NA
6/12/1872,June,Breakfast at home went up Skillings river,"Skillings River, Winter Harbor",NA,Home,NA,NA,NA,NA,NA,confident,NA,NA,NA,no letter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NH,NA,NA,1,NA,NA
6/13/1872,June,Took 5600 lbs lobster to factory went to Sullivan,"Winter Harbor, Sullivan",NA,Factory,NA,NA,NA,NA,NA,confident,5600.0,lbs,Lobster,no letter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NH,NA,NA,1,NA,NA
6/14/1872,June,Took 2913 lbs lobsters to factory went to Hancock,"Winter Harbor, Hancock",NA,Factory,NA,NA,NA,NA,NA,confident,2913.0,lbs,Lobster,no letter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NH,NA,NA,1,NA,NA
6/15/1872,June,Took 2400 lbs lobsters to factory came home in boat took tea went to Lodge of G. T. Loding at home,Winter Harbor,NA,"Factory, Lodge of Good Templars, Home",NA,NA,NA,NA,NA,confident,2400.0,lbs,Lobster,no letter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NH,NA,NA,1,NA,NA
6/16/1872,June,Went to West Bay with team married mr Alvin Fass & Miss Georgia Parrill,West Bay,NA,NA,NA,NA,NA,NA,NA,somewhat confident,NA,NA,NA,no letter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NH,NA,NA,1,NA,NA
6/17/1872,June,Took 1720 lbs to factory,Winter Harbor,NA,Factory,NA,NA,NA,NA,NA,confident,1720.0,lbs,Lobster,no letter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NH,NA,NA,1,NA,NA
6/18/1872,June,Married Mr Nriah G Bunker and Mys. Hannah C Bunker went to Lamoine in boat hired team went to Ellsworth Lodging with Chas C Burrill,"Lamoine, Ellsworth",NA,NA,NA,NA,NA,NA,NA,somewhat confident,NA,NA,NA,no letter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NH,NA,WD,1,NA,NA
6/19/1872,June,breakfast with CC Burill attended Probate Bount proved the will of Benj Rand dinner at Cilly Hotel supper and Lodging on board boat at Lamoine,Lamoine,NA,NA,NA,NA,NA,NA,NA,somewhat confident,NA,NA,NA,no letter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NH,NA,WD,1,NA,NA
6/20/1872,June,Took 1180 lbs lobsters to factory went to Sullivan,"Sullivan, Winter Harbor",NA,Factory,NA,NA,NA,NA,NA,confident,1180.0,lbs,Lobster,no letter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NH,NA,NA,1,NA,NA
6/21/1872,June,Took 1993 lbs lobsters to factory went to Hancock,"Hancock, Winter Harbor",NA,Factory,NA,NA,NA,NA,NA,confident,1993.0,lbs,Lobster,no letter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NH,NA,NA,1,NA,NA
6/22/1872,June,Took 1261 lbs lobsters to factory came home went to Lodge,Winter Harbor,NA,"Factory, Lodge of Good Templars",NA,NA,NA,NA,NA,confident,1261.0,lbs,Lobster,no letter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NH,NA,NA,1,NA,NA
6/23/1872,June,staid at home,Winter Harbor,NA,Home,NA,NA,NA,NA,NA,confident,NA,NA,NA,no letter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NH,NA,NA,1,NA,NA
6/24/1872,June,Took 2437 lbs lobsters to factory went to Lamoine,"Winter Harbor, Lamoine",NA,Factory,NA,NA,NA,NA,NA,confident,2437.0,lbs,Lobster,no letter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NH,NA,NA,1,NA,NA
6/25/1872,June,Took 1474 lbs lobsters to factory. Lodging at home,Winter Harbor,NA,"Factory, Home",NA,NA,NA,NA,NA,confident,1474.0,lbs,Lobster,no letter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NH,NA,NA,1,NA,NA
6/26/1872,June,breakfast at home went up Skillings river,"Winter Harbor, Skillings River",NA,Home,NA,NA,NA,NA,NA,confident,NA,NA,NA,no letter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NH,NA,NA,1,NA,NA
6/27/1872,June,Took 4800 lbs lobsters to factory came home in boat Supper & Lodging at home,Winter Harbor,NA,"Factory, Home",NA,NA,NA,NA,NA,confident,4800.0,lbs,Lobster,no letter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NH,NA,NA,1,NA,NA
6/28/1872,June,Made sash for factory went to the lower Harbor got stick to make mast,Winter Harbor,NA,"Factory, Lower Harbor",NA,NA,NA,NA,NA,somewhat confident,NA,NA,NA,no letter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NH,NA,WD,1,NA,NA
6/29/1872,June,acknowledged deed for C Stevens and deeded all my right of the Estate to Jamie accept house shed and land in front to Isaacs lime went to Lodge of Good Templars,Winter Harbor,NA,"Lower Harbor, Lodge of Good Templars",NA,NA,NA,NA,NA,somewhat confident,NA,NA,NA,no letter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NH,NA,NA,1,NA,NA
6/30/1872,June,Supper at Thomas Smallidge,NA,NA,NA,NA,NA,NA,NA,NA,confident,NA,NA,NA,no letter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NH,NA,NA,1,NA,NA
7/1/1872,July,Took 1260 lbs lobster to factory went to Lamoine,"Winter Harbor, Lamoine",NA,Factory,NA,NA,NA,NA,NA,confident,1260.0,lbs,Lobster,no letter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NH,NA,NA,1,NA,NA
7/2/1872,July,Took 1153 lbs lobster to factory,Winter Harbor,NA,Factory,NA,NA,NA,NA,NA,confident,1153.0,lbs,Lobster,no letter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NH,NA,NA,1,NA,NA
7/3/1872,July,Went to Hancock got 5400 lbs lobster. and walked home. after tea,"Hancock, Winter Harbor",NA,Home,NA,NA,NA,NA,NA,confident,5400.0,lbs,Lobster,no letter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NH,NA,NA,1,NA,NA
7/4/1872,July,hired C Stevens team took wife went to Ellsworth dinner Supper & Lodging at city Hotel,Ellsworth,NA,City Hotel,NA,NA,NA,NA,NA,confident,NA,NA,NA,no letter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NH,NA,NA,1,NA,NA
